ticket_id,created_at,topic,channel,region,satisfaction_score,response_text
TK-01344,2024-05-16,Billing,Phone,NA,3,worst support
TK-01345,2024-07-23,Technical,Social,MEA,3,best experience
TK-01346,2024-07-05,Technical,Email,EU,5,nothing special
TK-01347,2024-07-23,Technical,Phone,APAC,3,billing gone wrong
TK-01348,2024-05-31,Shipping,Phone,NA,4,it was fine
TK-01349,2024-04-22,Product,Email,EU,3,best experience
TK-01350,2024-03-27,Product,Email,APAC,5,app keeps crashing
TK-01351,2024-01-04,Shipping,Social,MEA,3,okay experience
TK-01352,2024-04-15,Billing,Email,MEA,3,it was fine
TK-01353,2024-01-19,Product,Email,NA,3,unacceptable wait time
TK-01354,2024-03-10,Shipping,Email,APAC,2,it was fine
TK-01355,2024-07-25,Shipping,Social,EU,1,billing gone wrong
TK-01356,2024-05-14,Billing,Social,MEA,1,terrible experience
TK-01357,2024-07-12,Technical,Email,NA,3,loved the support
TK-01358,2024-01-21,Shipping,Email,MEA,4,excellent service
TK-01359,2024-02-24,Shipping,Chat,MEA,5,standard support
TK-01360,2024-03-12,Billing,Social,APAC,1,unacceptable wait time
TK-01361,2024-01-08,Account,Email,EU,4,never received my order
TK-01362,2024-08-20,Billing,Social,EU,4,it was fine
TK-01363,2024-05-16,Technical,Chat,NA,3,it was fine
TK-01364,2024-06-19,Product,Email,EU,2,resolved fast
TK-01365,2024-04-16,Account,Chat,MEA,5,unacceptable wait time
TK-01366,2024-05-27,Billing,Chat,APAC,3,okay experience
TK-01367,2024-01-27,Product,Phone,APAC,2,okay experience
TK-01368,2024-04-08,Shipping,Social,NA,5,standard support
TK-01369,2024-02-19,Account,Chat,APAC,5,loved the support
TK-01370,2024-01-27,Shipping,Email,APAC,2,standard support
TK-01371,2024-04-05,Product,Social,APAC,4,great communication
TK-01372,2024-01-14,Billing,Email,NA,1,standard support
TK-01373,2024-01-01,Shipping,Email,APAC,1,great communication
TK-01374,2024-02-29,Product,Social,APAC,3,best experience
TK-01375,2024-02-15,Billing,Chat,EU,4,great communication
TK-01376,2024-02-22,Shipping,Chat,APAC,1,great communication
TK-01377,2024-08-15,Account,Phone,MEA,4,loved the support
TK-01378,2024-02-19,Technical,Phone,MEA,1,standard support
TK-01379,2024-04-27,Product,Email,NA,1,worst support
TK-01380,2024-03-29,Billing,Social,MEA,1,app keeps crashing
TK-01381,2024-02-22,Shipping,Social,EU,2,great communication
TK-01382,2024-08-11,Product,Chat,APAC,5,terrible experience
TK-01383,2024-08-20,Account,Social,NA,2,standard support
TK-01384,2024-05-01,Product,Email,APAC,4,quick resolution
TK-01385,2024-05-15,Product,Phone,APAC,3,resolved fast
TK-01386,2024-01-14,Shipping,Social,NA,3,quick resolution
TK-01387,2024-02-25,Product,Chat,APAC,3,standard support
TK-01388,2024-02-28,Product,Email,EU,4,very slow refund
TK-01389,2024-01-25,Shipping,Social,EU,2,very helpful agent
TK-01390,2024-04-03,Account,Social,EU,4,resolved fast
TK-01391,2024-07-04,Technical,Social,MEA,1,standard support
TK-01392,2024-01-29,Account,Email,APAC,1,nothing special
TK-01393,2024-08-21,Product,Social,APAC,3,worst support
TK-01394,2024-04-26,Shipping,Social,APAC,3,okay experience
TK-01395,2024-08-23,Product,Phone,EU,5,standard support
TK-01396,2024-05-22,Billing,Phone,MEA,1,it was fine
TK-01397,2024-07-26,Billing,Email,EU,3,resolved fast
TK-01398,2024-05-27,Product,Chat,APAC,2,standard support
TK-01399,2024-05-22,Technical,Social,NA,3,nothing special
TK-01400,2024-01-03,Technical,Chat,NA,1,billing gone wrong
TK-01401,2024-07-18,Technical,Social,EU,3,okay experience
TK-01402,2024-07-06,Product,Email,NA,1,excellent service
TK-01403,2024-04-10,Account,Social,APAC,2,terrible experience
TK-01404,2024-03-22,Product,Email,EU,3,loved the support
TK-01405,2024-05-08,Account,Email,MEA,3,best experience
TK-01406,2024-07-16,Billing,Social,MEA,3,worst support
TK-01407,2024-05-08,Shipping,Phone,EU,4,worst support
TK-01408,2024-07-09,Billing,Email,MEA,1,great communication
TK-01409,2024-01-16,Product,Phone,NA,4,resolved fast
TK-01410,2024-08-02,Product,Email,NA,2,okay experience
TK-01411,2024-06-24,Technical,Email,MEA,5,quick resolution
TK-01412,2024-02-06,Technical,Chat,EU,3,loved the support
TK-01413,2024-05-05,Technical,Phone,EU,3,nothing special
TK-01414,2024-05-14,Product,Chat,NA,4,excellent service
TK-01415,2024-05-30,Account,Phone,NA,3,very helpful agent
TK-01416,2024-01-23,Billing,Email,MEA,1,great communication
TK-01417,2024-04-15,Billing,Chat,APAC,2,app keeps crashing
TK-01418,2024-06-08,Shipping,Social,NA,1,it was fine
TK-01419,2024-08-06,Shipping,Chat,APAC,4,great communication
TK-01420,2024-01-25,Technical,Chat,NA,1,loved the support
TK-01421,2024-08-11,Product,Email,APAC,2,excellent service
TK-01422,2024-06-18,Billing,Social,NA,4,loved the support
TK-01423,2024-03-20,Billing,Phone,NA,5,great communication
TK-01424,2024-08-07,Product,Email,APAC,2,loved the support
TK-01425,2024-08-25,Shipping,Email,NA,5,quick resolution
TK-01426,2024-06-26,Shipping,Email,MEA,2,standard support
TK-01427,2024-01-11,Shipping,Email,NA,2,quick resolution
TK-01428,2024-01-15,Technical,Chat,APAC,3,quick resolution
TK-01429,2024-04-02,Product,Email,NA,4,it was fine
TK-01430,2024-01-07,Account,Social,APAC,3,very slow refund
TK-01431,2024-07-02,Account,Chat,NA,5,very helpful agent
TK-01432,2024-02-20,Shipping,Chat,APAC,1,never received my order
TK-01433,2024-02-02,Product,Chat,EU,5,standard support
TK-01434,2024-03-18,Shipping,Social,EU,2,billing gone wrong
TK-01435,2024-01-08,Shipping,Chat,APAC,4,it was fine
TK-01436,2024-08-22,Account,Chat,APAC,2,quick resolution
TK-01437,2024-05-31,Billing,Social,EU,4,great communication
TK-01438,2024-03-18,Billing,Phone,APAC,2,resolved fast
TK-01439,2024-02-24,Shipping,Social,MEA,2,very slow refund
TK-01440,2024-04-16,Account,Chat,APAC,2,best experience
TK-01441,2024-08-10,Billing,Social,MEA,3,great communication
TK-01442,2024-03-23,Product,Chat,MEA,2,quick resolution
TK-01443,2024-04-24,Shipping,Phone,MEA,5,nothing special
TK-01444,2024-07-18,Account,Chat,MEA,2,unacceptable wait time
TK-01445,2024-04-14,Shipping,Email,APAC,5,it was fine
TK-01446,2024-08-07,Technical,Email,NA,1,great communication
TK-01447,2024-01-18,Billing,Chat,APAC,3,loved the support
TK-01448,2024-01-08,Product,Chat,APAC,3,it was fine
TK-01449,2024-08-23,Shipping,Social,APAC,2,resolved fast
TK-01450,2024-03-01,Shipping,Social,NA,3,excellent service
TK-01451,2024-08-19,Product,Chat,APAC,5,resolved fast
TK-01452,2024-08-16,Technical,Social,APAC,2,standard support
TK-01453,2024-08-12,Billing,Social,MEA,3,standard support
TK-01454,2024-07-23,Technical,Chat,APAC,3,terrible experience
TK-01455,2024-04-04,Technical,Social,NA,2,loved the support
TK-01456,2024-02-03,Technical,Chat,EU,2,okay experience
TK-01457,2024-01-03,Shipping,Chat,NA,2,loved the support
TK-01458,2024-07-07,Shipping,Social,MEA,3,rude agent
TK-01459,2024-01-27,Account,Social,EU,4,standard support
TK-01460,2024-03-03,Shipping,Phone,APAC,2,loved the support
TK-01461,2024-04-20,Technical,Phone,NA,2,billing gone wrong
TK-01462,2024-03-31,Technical,Phone,MEA,4,nothing special
TK-01463,2024-06-13,Technical,Phone,NA,4,okay experience
TK-01464,2024-07-14,Account,Social,MEA,3,app keeps crashing
TK-01465,2024-03-15,Shipping,Social,EU,2,very slow refund
TK-01466,2024-08-24,Billing,Chat,NA,4,standard support
TK-01467,2024-06-07,Billing,Chat,APAC,3,okay experience
TK-01468,2024-08-25,Account,Chat,NA,4,billing gone wrong
TK-01469,2024-07-01,Account,Phone,NA,3,nothing special
TK-01470,2024-08-18,Account,Chat,APAC,5,standard support
TK-01471,2024-03-13,Billing,Phone,NA,1,great communication
TK-01472,2024-06-21,Billing,Social,NA,3,very slow refund
TK-01473,2024-01-29,Account,Email,MEA,5,terrible experience
TK-01474,2024-01-19,Product,Phone,EU,3,very helpful agent
TK-01475,2024-08-14,Technical,Social,MEA,2,okay experience
TK-01476,2024-05-14,Shipping,Social,EU,2,nothing special
TK-01477,2024-06-14,Shipping,Email,EU,3,it was fine
TK-01478,2024-07-25,Technical,Social,APAC,4,it was fine
TK-01479,2024-05-23,Product,Phone,MEA,3,great communication
TK-01480,2024-03-03,Account,Social,APAC,5,unacceptable wait time
TK-01481,2024-08-17,Billing,Chat,MEA,3,never received my order
TK-01482,2024-01-01,Product,Social,MEA,1,resolved fast
TK-01483,2024-04-28,Billing,Social,EU,2,resolved fast
TK-01484,2024-04-02,Account,Chat,NA,3,loved the support
TK-01485,2024-04-08,Technical,Chat,APAC,3,best experience
TK-01486,2024-07-27,Shipping,Chat,MEA,4,best experience
TK-01487,2024-06-22,Product,Phone,NA,3,quick resolution
TK-01488,2024-06-07,Billing,Chat,MEA,4,okay experience
TK-01489,2024-01-01,Account,Email,EU,3,nothing special
TK-01490,2024-02-12,Billing,Social,EU,3,very slow refund
TK-01491,2024-03-07,Technical,Email,APAC,4,very helpful agent
TK-01492,2024-07-13,Technical,Social,EU,4,very helpful agent
TK-01493,2024-02-07,Technical,Social,MEA,4,it was fine
TK-01494,2024-01-20,Account,Social,NA,3,excellent service
TK-01495,2024-04-19,Technical,Chat,APAC,3,standard support
TK-01496,2024-08-02,Shipping,Phone,NA,2,nothing special
TK-01497,2024-01-01,Technical,Phone,MEA,3,quick resolution
TK-01498,2024-08-11,Shipping,Social,MEA,2,worst support
TK-01499,2024-05-25,Billing,Phone,NA,5,it was fine
TK-01500,2024-07-02,Billing,Email,MEA,2,very helpful agent
